Item	Question	Answer
scorpion	is it a carnivore or herbivore?	preying carnivores, traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	is it a vertebrate or invertebrate?	invertebrates, traditional pets, other small invertebrates, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	has it ever been domesticated?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	is it an insect?	insects, traditional pets, capturing insects, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	does it have wings?	traditional pets, wings, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	in which environments does it live?	traditional pets, various environments, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	what does it eat?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, threats, distinguishable feature, feature is pair, solitary hunters
scorpion	how many legs does it have if any?	traditional pets, legs, majority, certain traditional dishes, solitary animals, suitable habitats, many arachnids, many scorpion species, solitary hunters
scorpion	does it produce eggs?	traditional pets, eggs, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters, egg, egg nymph
scorpion	is it a prey or a predator?	preying carnivores, traditional pets, prey, predators, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	does it have wings legs or fins?	traditional pets, wings, legs, fins, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	in what continents does it predominantly live?	traditional pets, continent, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	is it considered dangerous to humans?	traditional pets, humans, majority, certain traditional dishes, solitary animals, suitable habitats, many arachnids, many scorpion species, solitary hunters, performances
scorpion	is it eaten by humans?	traditional pets, humans, majority, certain traditional dishes, solitary animals, suitable habitats, many arachnids, threats, many scorpion species, distinguishable feature, feature is pair, solitary hunters, performances
scorpion	is the animal capable of jumping?	other small animals, solitary animals, animals, wild animals
scorpion	is it taller than humans on average?	traditional pets, humans, majority, certain traditional dishes, solitary animals, suitable habitats, many arachnids, many scorpion species, nocturnal meaning, solitary hunters, performances
scorpion	does it live in groups?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	is it commonly kept as a pet?	pets, traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters, pet trade
scorpion	does it migrate long distances?	traditional pets, majority, certain traditional dishes, solitary animals, longdistance, longdistance migrations, suitable habitats, long segmented tail, solitary hunters, length
scorpion	is it known for its intelligence?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, intelligence, solitary hunters
scorpion	is it an endangered species?	traditional pets, scorpion species, majority, certain traditional dishes, solitary animals, species, suitable habitats, certain scorpion species, many scorpion species, solitary hunters, ranging species
scorpion	is it a nocturnal animal?	other small animals, traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, nocturnal meaning, solitary hunters, animals, wild animals
scorpion	does it hibernate?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	does it have sharp teeth?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	does it have sharp claws?	traditional pets, pincers, majority, certain traditional dishes, solitary animals, suitable habitats, pincers chelicerae, solitary hunters
scorpion	is it a feline?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, felines, felines felines, solitary hunters
scorpion	is it an amphibian?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, amphibians, solitary hunters
scorpion	is it a reptile?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, reptiles, solitary hunters
scorpion	what is its most distinguishable feature?	distinguishable feature, feature is pair
scorpion	does it have cold or warm blood?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, colder climates, cold blood, solitary hunters, warm climates
scorpion	does it hunt in a group?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	how does it communicate with others of its kind?	other small animals, traditional pets, other small invertebrates, mothers, majority, certain traditional dishes, solitary animals, other scorpions, suitable habitats, solitary hunters, others, other structures, performances
scorpion	does it have scales?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters, scales
scorpion	is the animal aquatic?	other small animals, solitary animals, animals, wild animals
scorpion	is this an arctic animal?	other small animals, solitary animals, arctic regions, animals, wild animals
scorpion	is this animal exploited by humans?	other small animals, humans, solitary animals, many arachnids, many scorpion species, distinguishable feature, feature is pair, animals, wild animals, performances
scorpion	does the animal live in cities?	other small animals, solitary animals, animals, wild animals
scorpion	does this animal fly?	other small animals, solitary animals, animals, wild animals
scorpion	how fast is it?	traditional pets, majority, certain traditional dishes, solitary animals, suitable habitats, solitary hunters
scorpion	what are its dimensions?	
scorpion	does the animal have moist or scaly skin?	other small animals, solitary animals, animals, skin, wild animals
scorpion	can the animal echolocate?	other small animals, solitary animals, animals, wild animals
scorpion	can the animal metamorphose?	other small animals, solitary animals, animals, wild animals
scorpion	can the animal be typically found in a circus?	other small animals, solitary animals, animals, circuses, wild animals
